pkg1,pkg2,n
huge,picasso,2
hydroGOF,MSBVAR,2
hydroGOF,scorer,2
hydroTSM,lfstat,2
HyperbolicDist,moments,2
HyperbolicDist,npde,2
HyperbolicDist,PerformanceAnalytics,2
HyperbolicDist,propagate,2
HyperbolicDist,rapport,2
HyperbolicDist,rapportools,2
HyperbolicDist,ROptEstOld,2
HyperbolicDist,saemix,2
HyperbolicDist,SciencesPo,2
HyperbolicDist,Sim.DiffProc,2
HyperbolicDist,timeDate,2
HyperbolicDist,TSA,2
hyperSpec,plyr,2
IDPmisc,spatstat,2
igraph,influenceR,2
igraph,intervals,2
igraph,MCMCglmm,2
igraph,OpenRepGrid,2
igraph,pez,2
igraph,recommenderlab,2
igraph,ROptEstOld,2
igraph,spatstat,2
igraph,stats,2
igraph,swfscMisc,2
igraph,sybil,2
igraph,tripack,2
InformationValue,PresenceAbsence,2
InformationValue,RSNNS,2
InformationValue,SDMTools,2
insol,SDMTools,2
interferenceCI,mosaic,2
InventorymodelPackage,SCperf,2
IPMpack,popdemo,2
IRISSeismic,RSEIS,2
irr,MAc,2
irr,MAd,2
itsmr,TSA,2
jiebaR,raster,2
Jmisc,matlab,2
Jmisc,PopED,2
Jmisc,pracma,2
Jmisc,tictoc,2
jsonlite,rjson,2
jsonlite,RJSONIO,2
kernlab,onion,2
kernlab,partitions,2
kernlab,plspm,2
kernlab,seacarb,2
Kmisc,optimbase,2
Kmisc,qdapTools,2
Kmisc,stringr,2
KOGMWU,MCMC.OTU,2
koRpus,quanteda,2
krm,mc2d,2
krm,MCMCpack,2
krm,MSBVAR,2
krm,rje,2
krm,SciencesPo,2
ks,matrixcalc,2
kulife,MESS,2
kyotil,maptpx,2
kyotil,matrixcalc,2
kyotil,mc2d,2
kyotil,mycor,2
kyotil,osDesign,2
kyotil,psych,2
kyotil,rgr,2
kyotil,Rlab,2
kyotil,SciViews,2
kyotil,VGAM,2
labstatR,nsRFA,2
labstatR,Rlab,2
laeken,matrixStats,2
lambda.tools,optpart,2
landpred,Rsurrogate,2
lava,maptpx,2
lava,mvnfast,2
lava,osDesign,2
lava,paramlink,2
lava,rgr,2
lava,rje,2
lava,Ryacas,2
lava,secr,2
lava,sem,2
lava,semPLS,2
lava,simcausal,2
lava,SpatialExtremes,2
lava,stremo,2
lavaan,sn,2
lavaan,ycinterextra,2
LeLogicielR,TRSbook,2
lessR,mosaic,2
lessR,neuroim,2
lessR,raster,2
lessR,SciencesPo,2
lessR,tcltk2,2
lessR,validate,2
lisp,rmngb,2
lisp,schoolmath,2
lisp,userfriendlyscience,2
llama,OpenRepGrid,2
log4r,Xmisc,2
logistf,mixlm,2
logistf,RRNA,2
logistf,tileHMM,2
logitnorm,secr,2
longitudinalData,lsr,2
lqa,rqPen,2
lqmm,statmod,2
LS2W,wavethresh,2
lsa,svs,2
LSAfun,OpenRepGrid,2
LSAfun,PerMallows,2
LSAfun,swfscMisc,2
lubridate,NMOF,2
lubridate,sets,2
lubridate,SpaDES,2
lulcc,mlr,2
mada,softclassval,2
magrittr,mondate,2
MAINT.Data,msos,2
MALDIquantForeign,rio,2
maptools,polyCub,2
maptpx,osDesign,2
maptpx,rgr,2
maptpx,rje,2
marelac,oce,2
MareyMap,TiddlyWikiR,2
marg,Rambo,2
marg,rsm,2
markophylo,mme,2
MASS,msos,2
matlab,numbers,2
matlab,tictoc,2
matlab,utils,2
matR,mosaic,2
matR,tis,2
Matrix,msgpackR,2
Matrix,pack,2
Matrix,pracma,2
Matrix,ramify,2
MatrixModels,ycinterextra,2
matrixStats,miscTools,2
matrixStats,mosaic,2
matrixStats,rmngb,2
matrixStats,robustbase,2
mc2d,MCMCpack,2
mc2d,MSBVAR,2
mc2d,rje,2
mc2d,SciencesPo,2
mclust,mixOmics,2
MCMCpack,MSBVAR,2
MCMCpack,rje,2
MCMCpack,SciencesPo,2
MCPAN,polysat,2
MCPMod,monmlp,2
MCPMod,phaseR,2
MCPMod,rcppbugs,2
MCPMod,VGAM,2
mdatools,micropan,2
MedOr,Quor,2
memisc,modeltools,2
memisc,parallelize.dynamic,2
memisc,rapportools,2
memisc,stats,2
memisc,timeSeries,2
meta,metagen,2
metafolio,PerformanceAnalytics,2
metatest,psychometric,2
Metrics,MSBVAR,2
Metrics,sjmisc,2
metRology,Rlab,2
minqa,nloptr,2
MiRSEA,MPINet,2
miscTools,robustbase,2
mixlm,mosaic,2
mixlm,rknn,2
mixlm,RRNA,2
mixlm,stats,2
mixlm,tileHMM,2
mixOmics,spls,2
mixtools,mvtnorm,2
MLmetrics,nsRFA,2
MLmetrics,SimDesign,2
mlmRev,nlme,2
mlr,MSBVAR,2
mlr,rioja,2
mlr,R.utils,2
mlr,scorer,2
mmand,mosaic,2
modeltools,TIMP,2
moments,npde,2
moments,PerformanceAnalytics,2
moments,propagate,2
moments,rapport,2
moments,rapportools,2
moments,ROptEstOld,2
moments,saemix,2
moments,timeDate,2
moments,TSA,2
mondate,solaR,2
monmlp,rcppbugs,2
mosaic,NADA,2
mosaic,pROC,2
mosaic,psych,2
mosaic,RadOnc,2
mosaic,ramify,2
mosaic,REdaS,2
mosaic,rje,2
mosaic,Rlab,2
mosaic,robeth,2
mosaic,rowr,2
mosaic,rugarch,2
mosaic,splusTimeDate,2
mosaic,splusTimeSeries,2
mosaic,timereg,2
mosaic,tis,2
mosaic,VGAM,2
MPINet,SubpathwayGMir,2
MRSP,sjmisc,2
MRSP,ycinterextra,2
MSBVAR,rgp,2
MSBVAR,rje,2
MSBVAR,SciencesPo,2
MSBVAR,scorer,2
msgpackR,pack,2
mstate,SpaDES,2
MTurkR,packrat,2
multipol,pracma,2
MuMIn,sem,2
mvngGrAd,ycinterextra,2
mycor,SciViews,2
nadiv,pedigree,2
NAM,pegas,2
nat,raster,2
neotoma,OECD,2
neural,RSNNS,2
Nippon,rebus,2
nlme,TIMP,2
nodiv,pez,2
NORMT3,pracma,2
NORMT3,RcppFaddeeva,2
NORMT3,VGAM,2
NPC,SOUP,2
npde,PerformanceAnalytics,2
npde,propagate,2
npde,rapport,2
npde,rapportools,2
npde,ROptEstOld,2
npde,saemix,2
npde,SciencesPo,2
npde,Sim.DiffProc,2
npde,timeDate,2
npde,TSA,2
nplr,TIMP,2
nsRFA,pls,2
nsRFA,qualV,2
nsRFA,Rlab,2
nsRFA,SimDesign,2
nsRFA,staTools,2
numbers,polynom,2
numbers,PolynomF,2
numbers,pracma,2
oce,pracma,2
OOmisc,pracma,2
OpenMx,phaseR,2
OpenRepGrid,SpatialExtremes,2
OpenRepGrid,swfscMisc,2
OpenRepGrid,tuneR,2
optimbase,psd,2
ordinal,VaRES,2
osDesign,rgr,2
osDesign,rje,2
PAGI,PROFANCY,2
parallelML,parallelSVM,2
partitions,rpartitions,2
parviol,symbols,2
pastecs,taRifx,2
pastecs,xts,2
PBSmapping,quantmod,2
pedigreemm,ycinterextra,2
penalized,ycinterextra,2
peplib,phyclust,2
PerformanceAnalytics,propagate,2
PerformanceAnalytics,rapport,2
PerformanceAnalytics,rapportools,2
PerformanceAnalytics,ROptEstOld,2
PerformanceAnalytics,saemix,2
PerformanceAnalytics,SciencesPo,2
PerformanceAnalytics,Sim.DiffProc,2
PerformanceAnalytics,timeDate,2
PerformanceAnalytics,TSA,2
phangorn,vegan,2
phaseR,VGAM,2
phonTools,psd,2
phonTools,SciencesPo,2
phonTools,secr,2
phonTools,spatstat,2
phonTools,tuneR,2
phyclust,rtfbs,2
PivotalR,rapportools,2
PK,pROC,2
pkgmaker,Xmisc,2
pla,ycinterextra,2
plgp,raster,2
plspm,psych,2
plspm,scales,2
plyr,rPref,2
poilog,texmexseq,2
PopED,psd,2
PopED,tictoc,2
portfolio,soc.ca,2
ppcor,RVAideMemoire,2
pracma,psych,2
pracma,QCAtools,2
pracma,rdetools,2
pracma,REdaS,2
pracma,Rfit,2
pracma,rje,2
pracma,rootSolve,2
pracma,saemix,2
pracma,schoolmath,2
pracma,schoRsch,2
pracma,secr,2
pracma,SpatialExtremes,2
pracma,spatstat,2
pracma,SynchWave,2
pracma,ThreeWay,2
pracma,tictoc,2
pracma,turboEM,2
pracma,useful,2
pracma,UsingR,2
pracma,waved,2
prettyR,psych,2
prettyR,questionr,2
prettyR,Rlab,2
prettyR,Zelig,2
propagate,rapport,2
propagate,rapportools,2
propagate,ROptEstOld,2
propagate,saemix,2
propagate,SciencesPo,2
propagate,Sim.DiffProc,2
propagate,timeDate,2
propagate,TSA,2
pryr,roxygen2,2
psd,ramify,2
psych,Rlab,2
psych,scales,2
psych,SciencesPo,2
psych,seem,2
psych,solaR,2
psych,spatstat,2
psych,ThreeWay,2
psych,UsingR,2
PtProcess,VaRES,2
ptw,wccsom,2
purrr,statar,2
purrr,tester,2
QCAGUI,tcltk,2
qdap,qtl,2
qdapRegex,rebus,2
qdapTools,R2MLwiN,2
qrnn,tsDyn,2
qualV,SimDesign,2
quanteda,sjmisc,2
questionr,SciencesPo,2
RadOnc,rapportools,2
rAmCharts,TiddlyWikiR,2
rapport,ROptEstOld,2
rapport,saemix,2
rapportools,saemix,2
rapportools,scidb,2
rapportools,Sim.DiffProc,2
rapportools,timeDate,2
rapportools,TSA,2
raster,Rcell,2
raster,ripa,2
raster,rts,2
raster,sjmisc,2
raster,SpatialExtremes,2
raster,tourr,2
raster,unmarked,2
Rcmdr,tcltk,2
RcmdrPlugin.BCA,RcmdrPlugin.NMBU,2
RcmdrPlugin.coin,RcmdrPlugin.survival,2
RcmdrPlugin.KMggplot2,stats,2
RcmdrPlugin.MPAStats,RcmdrPlugin.SM,2
RcmdrPlugin.TeachingDemos,TeachingDemos,2
RcppFaddeeva,VGAM,2
readMLData,R.oo,2
readr,scales,2
rebmix,rstpm2,2
rebmix,sads,2
rebmix,survMisc,2
rebmix,VGAM,2
rebus,rex,2
relax,utils,2
reldist,tcR,2
resample,SciencesPo,2
resample,timeSeries,2
reshape,reshape2,2
R.filesets,shiny,2
rgp,scorer,2
rgr,rje,2
rje,SciencesPo,2
rjson,RJSONIO,2
robeth,seacarb,2
robeth,seqinr,2
ROC632,sensR,2
ROptEstOld,TiddlyWikiR,2
RPMG,RTOMO,2
RSEIS,RTOMO,2
rugarch,ycinterextra,2
R.utils,secrdesign,2
R.utils,shiny,2
R.utils,signal,2
RVAideMemoire,sjmisc,2
s20x,SciencesPo,2
sads,truncdist,2
sampling,survival,2
schoolmath,sfsmisc,2
schoolmath,userfriendlyscience,2
SciencesPo,sjmisc,2
SciencesPo,tcltk2,2
SciencesPo,userfriendlyscience,2
SciencesPo,UsingR,2
SciencesPo,validate,2
SciencesPo,Zelig,2
sde,Sim.DiffProc,2
SDMTools,swfscMisc,2
seacarb,TIMP,2
seasonal,timeSeries,2
semisupKernelPCA,shapes,2
semPLS,stremo,2
SimDesign,staTools,2
simFrame,simsem,2
sjmisc,tester,2
sn,ycinterextra,2
SpatialExtremes,VaRES,2
spatstat,ssym,2
spatstat,urltools,2
spatstat,VennDiagram,2
spfrontier,ycinterextra,2
spinyReg,ycinterextra,2
splusTimeDate,tis,2
stats,survMisc,2
strataG,swfscMisc,2
taRifx,xts,2
texmex,VaRES,2
tiger,wasim,2
timeSeries,tis,2
TimeWarp,tis,2
truncSP,ycinterextra,2
unmarked,ycinterextra,2
A3,mdatools,1
A3,PReMiuM,1
abctools,calibrator,1
abctools,mlr,1
abctools,rgp,1
abd,candisc,1
abd,Ecdat,1
abf2,blowtorch,1
abf2,coefplot,1
abf2,MRIaggr,1
abf2,optiRum,1
abf2,PASWR2,1
abf2,phonTools,1
abf2,Rmisc,1
abf2,SciencesPo,1
abind,Blossom,1
acc,hexView,1
accelerometry,bio3d,1
ACCLMA,arules,1
ACCLMA,arulesSequences,1
ACCLMA,deal,1
ACCLMA,distr,1
ACCLMA,flip,1
ACCLMA,geoscale,1
ACCLMA,gWidgets,1
ACCLMA,gWidgets2,1
ACCLMA,gWidgetstcltk,1
ACCLMA,intervals,1
ACCLMA,kernlab,1
ACCLMA,Kmisc,1
ACCLMA,MareyMap,1
ACCLMA,matlab,1
ACCLMA,memuse,1
ACCLMA,optimbase,1
ACCLMA,PopED,1
ACCLMA,pracma,1
ACCLMA,ramify,1
ACCLMA,rbamtools,1
ACCLMA,rEMM,1
ACCLMA,tcltk2,1
accrued,barcode,1
acepack,ape,1
acid,ChemometricsWithR,1
acid,cplm,1
acid,entropy,1
acid,FNN,1
acid,GPArotation,1
acid,ineq,1
acid,infotheo,1
acid,kappalab,1
acid,labstatR,1
acid,laeken,1
acid,lsa,1
acid,mmeln,1
acid,NMF,1
acid,phylotools,1
acid,plgp,1
acid,StatMeasures,1
acid,TaoTeProgramming,1
acid,VLMC,1
acm4r,betareg,1
acm4r,clere,1
acm4r,clValid,1
acm4r,densityClust,1
acm4r,evd,1
acm4r,flexclust,1
acm4r,flexmix,1
acm4r,igraph,1
acm4r,intervals,1
acm4r,modeltools,1
acm4r,rEMM,1
acopula,c3net,1
acopula,SAFD,1
acopula,texmex,1
acp,parsec,1
aCRM,AggregateR,1
aCRM,data.tree,1
aCRM,DCL,1
aCRM,Information,1
aCRM,memisc,1
acs,adimpro,1
acs,aTSA,1
acs,decisionSupport,1
acs,dequer,1
acs,dMod,1
acs,dplyr,1
acs,gdata,1
acs,Hmisc,1
acs,htmltools,1
acs,MInt,1
acs,nontarget,1
acs,randomForest,1
acs,rapportools,1
acs,RRF,1
acs,SCEPtER,1
acs,SCMA,1
acs,shiny,1
acs,snpRF,1
acs,translateSPSS2R,1
acs,wasim,1
acs,Zelig,1
acss,agrmt,1
acss,BEQI2,1
acss,bio3d,1
acss,CHNOSZ,1
acss,entropy,1
acss,FNN,1
acss,GPArotation,1
acss,ineq,1
acss,infotheo,1
acss,kappalab,1
acss,lsa,1
acss,mmeln,1
acss,NMF,1
acss,plgp,1
acss,reldist,1
acss,TaoTeProgramming,1
acss,tcR,1
acss,VLMC,1
ACTCD,astro,1
ACTCD,BAT,1
ACTCD,bentcableAR,1
ACTCD,chemosensors,1
ACTCD,cherry,1
ACTCD,coefficientalpha,1
ACTCD,coin,1
ACTCD,coloc,1
ACTCD,crp.CSFP,1
ACTCD,elliptic,1
ACTCD,epiDisplay,1
ACTCD,itsadug,1
ACTCD,kernlab,1
ACTCD,labstatR,1
ACTCD,plspm,1
ACTCD,pracma,1
ACTCD,psych,1
ACTCD,psychometric,1
ACTCD,rebus,1
ACTCD,rknn,1
ACTCD,ryouready,1
ACTCD,saemix,1
ACTCD,scales,1
ACTCD,Zelig,1
Actigraphy,multcomp,1
actuar,aqp,1
actuar,arulesSequences,1
actuar,astroFns,1
actuar,biclust,1
actuar,binomSamSize,1
actuar,Blossom,1
actuar,bnlearn,1
actuar,CORElearn,1
actuar,DiceDesign,1
actuar,entropy,1
actuar,fAsianOptions,1
actuar,fExtremes,1
actuar,HDPenReg,1
actuar,indicspecies,1
actuar,infotheo,1
actuar,LPCM,1
actuar,matpow,1
actuar,metafolio,1
actuar,nasaweather,1
actuar,ordinal,1
actuar,PairedData,1
actuar,peptider,1
actuar,PerformanceAnalytics,1
actuar,QCA3,1
actuar,Rgbp,1
actuar,rhosp,1
actuar,season,1
actuar,severity,1
actuar,smfsb,1
actuar,spatstat,1
ActuDistns,cwhmisc,1
ActuDistns,evdbayes,1
ActuDistns,hash,1
ActuDistns,Rlab,1
ActuDistns,RND,1
ActuDistns,semisupKernelPCA,1
ActuDistns,shapes,1
ActuDistns,statmod,1
ActuDistns,stats,1
adabag,bagRboostR,1
adabag,ipred,1
adabag,PivotalR,1
adagio,blockTools,1
adagio,MTurkR,1
AdaptFit,assist,1
AdaptFit,Matrix,1
AdaptFitOS,assist,1
AdaptFitOS,bnlearn,1
AdaptFitOS,CLME,1
AdaptFitOS,elliptic,1
AdaptFitOS,gaston,1
AdaptFitOS,lme4,1
AdaptFitOS,Matrix,1
AdaptFitOS,mbest,1
AdaptFitOS,nlmeU,1
AdaptFitOS,robustbase,1
AdaptFitOS,rugarch,1
AdaptFitOS,SemiPar,1
AdaptFitOS,shapes,1
adaptMCMC,BEDASSLE,1
adaptMCMC,Geneland,1
adaptMCMC,SpatioTemporal,1
adaptTest,moonsun,1
adaptTest,R.rsp,1
adaptTest,sna,1
adaptTest,truncSP,1
adaptTest,vcrpart,1
addreg,BayHap,1
addreg,crp.CSFP,1
addreg,hyperdirichlet,1
addreg,multicool,1
addreg,multivator,1
addreg,qualvar,1
addreg,vars,1
ade4,adephylo,1
ade4,bnlearn,1
ade4,cocorresp,1
ade4,CTT,1
ade4,dst,1
ade4,EnvNicheR,1
ade4,EvCombR,1
ade4,events,1
ade4,FactoMineR,1
ade4,gllm,1
ade4,introgress,1
ade4,mdatools,1
ade4,pegas,1
ade4,RcmdrPlugin.KMggplot2,1
ade4,spatstat,1
ade4,spdep,1
ade4,supclust,1
adegenet,AFLPsim,1
adegenet,algstat,1
adegenet,amap,1
adegenet,BurStMisc,1
adegenet,crayon,1
adegenet,DALY,1
adegenet,DiversitySampler,1
adegenet,drm,1
adegenet,fields,1
adegenet,Fragman,1
adegenet,gsbDesign,1
adegenet,gtools,1
adegenet,HelpersMG,1
adegenet,hierfstat,1
adegenet,ilc,1
adegenet,labeltodendro,1
adegenet,mixOmics,1
adegenet,proxy,1
adegenet,readMLData,1
adegenet,RSEIS,1
adegenet,sampling,1
adegenet,survival,1
adegenet,taRifx,1
adegenet,useful,1
adegraphics,ape,1
adegraphics,bnlearn,1
adegraphics,cg,1
adegraphics,CTT,1
adegraphics,events,1
adegraphics,gllm,1
adegraphics,Hmisc,1
adegraphics,IDPmisc,1
adegraphics,rAmCharts,1
adegraphics,Rcell,1
adegraphics,RcmdrPlugin.KMggplot2,1
adegraphics,ripa,1
adegraphics,splancs,1
adegraphics,supclust,1
adegraphics,vtreat,1
adehabitat,analogsea,1
adehabitat,astsa,1
adehabitat,CHNOSZ,1
adehabitat,convevol,1
adehabitat,crunch,1
adehabitat,dismo,1
adehabitat,dplyr,1
adehabitat,futile.matrix,1
adehabitat,geoknife,1
adehabitat,gmailr,1
adehabitat,gogarch,1
adehabitat,gWidgets,1
adehabitat,gWidgetstcltk,1
adehabitat,kernlab,1
adehabitat,lessR,1
adehabitat,LPM,1
adehabitat,mpoly,1
adehabitat,multcomp,1
adehabitat,nodiv,1
adehabitat,npsm,1
adehabitat,oai,1
adehabitat,phyloclim,1
adehabitat,plyr,1
adehabitat,qdapTools,1
adehabitat,quantreg,1
adehabitat,raster,1
adehabitat,rowr,1
adehabitat,rqPen,1
adehabitat,SciencesPo,1
adehabitat,seacarb,1
adehabitat,sequences,1
adehabitat,simctest,1
adehabitat,simFrame,1
adehabitat,sitar,1
adehabitat,sjmisc,1
adehabitat,stabs,1
adehabitat,twitteR,1
adehabitat,urltools,1
adehabitat,vardpoor,1
adehabitat,zoo,1
adehabitatHR,forensim,1
adehabitatHR,mlr,1
adehabitatHR,multcomp,1
adehabitatHR,rqPen,1
adehabitatHR,simctest,1
adehabitatHS,analogsea,1
adehabitatHS,dismo,1
adehabitatHS,futile.matrix,1
adehabitatHS,quantreg,1
adehabitatHS,SciencesPo,1
adehabitatHS,spatstat,1
adehabitatHS,urltools,1
adehabitatHS,vardpoor,1
adehabitatLT,astsa,1
adehabitatLT,crunch,1
adehabitatLT,dplyr,1
adehabitatLT,ForImp,1
adehabitatLT,geoknife,1
adehabitatLT,gmailr,1
adehabitatLT,gWidgets,1
adehabitatLT,gWidgetstcltk,1
adehabitatLT,lessR,1
adehabitatLT,LPM,1
adehabitatLT,mlr,1
adehabitatLT,mpoly,1
adehabitatLT,nodiv,1
adehabitatLT,oai,1
adehabitatLT,plyr,1
adehabitatLT,qdapTools,1
adehabitatLT,sequences,1
adehabitatLT,simFrame,1
adehabitatLT,sjmisc,1
adehabitatLT,stabs,1
adehabitatLT,twitteR,1
adehabitatLT,zoo,1
adehabitatMA,CHNOSZ,1
adehabitatMA,kernlab,1
adehabitatMA,raster,1
adehabitatMA,rfishbase,1
adehabitatMA,rowr,1
adehabitatMA,seacarb,1
adehabitatMA,statar,1
adephylo,dmt,1
AdequacyModel,Rcapture,1
ADGofTest,goftest,1
ADGofTest,kSamples,1
ADGofTest,nortest,1
ADGofTest,truncgof,1
adimpro,ape,1
adimpro,ddR,1
adimpro,dequer,1
adimpro,dMod,1
adimpro,dplyr,1
adimpro,dse,1
adimpro,ensembleBMA,1
adimpro,gdata,1
adimpro,ggdendro,1
adimpro,Hmisc,1
adimpro,igraph,1
adimpro,inlinedocs,1
adimpro,jiebaR,1
adimpro,lambda.tools,1
adimpro,nontarget,1
adimpro,phylobase,1
adimpro,quanteda,1
adimpro,randomForest,1
adimpro,Rcell,1
adimpro,ripa,1
adimpro,RRF,1
adimpro,SCMA,1
adimpro,siplab,1
adimpro,snpRF,1
adimpro,spatstat,1
adimpro,TRAMPR,1
adimpro,wsrf,1
adimpro,Zelig,1
adlift,EbayesThresh,1
adlift,nlme,1
adlift,remote,1
adlift,rwt,1
adlift,ryouready,1
adlift,SNPassoc,1
adlift,tawny,1
ads,anchors,1
ads,AquaEnv,1
ads,ascii,1
ads,checkmate,1
ads,CHNOSZ,1
ads,cvxbiclustr,1
ads,data.table,1
ads,equate,1
ads,equateIRT,1
ads,gpclib,1
ads,highfrequency,1
ads,Kmisc,1
ads,multiplex,1
ads,optimbase,1
ads,PopGenKit,1
ads,qtl,1
ads,quanteda,1
ads,rgl,1
ads,rio,1
ads,RSurveillance,1
ads,RTriangle,1
ads,tableplot,1
ads,tis,1
ads,wavethresh,1
AER,VGAM,1
afex,Epi,1
AggregateR,data.tree,1
AggregateR,DCL,1
AggregateR,Information,1
AggregateR,memisc,1
agop,berryFunctions,1
agop,NSM3,1
Agreement,agrmt,1
agricolae,agrmt,1
agricolae,apcluster,1
agricolae,ape,1
agricolae,arulesSequences,1
agricolae,BayHap,1
agricolae,bio3d,1
agricolae,glmulti,1
agricolae,igraph,1
agricolae,irr,1
agricolae,lava,1
agricolae,lordif,1
agricolae,modeest,1
agricolae,MVT,1
agricolae,NMF,1
agricolae,normalp,1
agricolae,pcadapt,1
agricolae,quanteda,1
agricolae,quantileDA,1
agricolae,RAM,1
agricolae,recommenderlab,1
agricolae,rioja,1
agricolae,s20x,1
agricolae,SciViews,1
agricolae,semTools,1
agricolae,seqinr,1
agricolae,sna,1
agricolae,vegetarian,1
agricolae,wsrf,1
agrmt,ape,1
agrmt,ascii,1
agrmt,BBmisc,1
agrmt,BEQI2,1
agrmt,CHNOSZ,1
agrmt,coenocliner,1
agrmt,distrom,1
agrmt,dplyr,1
agrmt,entropy,1
agrmt,FNN,1
agrmt,futile.matrix,1
agrmt,glmulti,1
agrmt,GPArotation,1
agrmt,HAP.ROR,1
agrmt,hyperSpec,1
agrmt,ineq,1
agrmt,infotheo,1
agrmt,intervals,1
agrmt,kappalab,1
agrmt,lordif,1
agrmt,lsa,1
agrmt,matR,1
agrmt,Matrix,1
agrmt,mmeln,1
agrmt,nlme,1
agrmt,npmlreg,1
agrmt,pawacc,1
agrmt,plgp,1
agrmt,reldist,1
agrmt,reshape,1
agrmt,seqinr,1
agrmt,sna,1
agrmt,TaoTeProgramming,1
agrmt,tcR,1
agrmt,tidyr,1
agrmt,VLMC,1
agrmt,wccsom,1
agrmt,webvis,1
AGSDest,Blossom,1
AGSDest,cherry,1
AGSDest,coin,1
AGSDest,dafs,1
AGSDest,emil,1
AGSDest,fMultivar,1
AGSDest,geo,1
AGSDest,highTtest,1
AGSDest,hydroGOF,1
AGSDest,locfit,1
AGSDest,reportRx,1
AGSDest,rjags,1
AGSDest,ZIM,1
agsemisc,ddalpha,1
agsemisc,equateIRT,1
agsemisc,moonsun,1
agsemisc,nlstools,1
agsemisc,R0,1
agsemisc,SHELF,1
agsemisc,staTools,1
agsemisc,wmlf,1
AICcmodavg,BayesComm,1
AICcmodavg,BMhyd,1
AICcmodavg,Dark,1
AICcmodavg,evobiR,1
AICcmodavg,gamlr,1
AICcmodavg,geneSignatureFinder,1
AICcmodavg,GRaF,1
AICcmodavg,labdsv,1
AICcmodavg,MRH,1
AICcmodavg,rebmix,1
AICcmodavg,RSA,1
AICcmodavg,sme,1
AICcmodavg,spatcounts,1
AICcmodavg,SpatialExtremes,1
aidar,RCMIP5,1
Ake,Conake,1
akima,biogas,1
akima,lazyeval,1
akima,npsp,1
akima,signal,1
akima,tolerance,1
AlgDesign,MuMIn,1
algstat,BaM,1
algstat,BHH2,1
algstat,calibrate,1
algstat,captioner,1
algstat,car,1
algstat,CombMSC,1
algstat,cwhmisc,1
algstat,datautils,1
algstat,dplyr,1
algstat,ecodist,1
algstat,elastic,1
algstat,evd,1
algstat,FAmle,1
algstat,fingerprint,1
algstat,gaselect,1
algstat,LPM,1
algstat,maRketSim,1
algstat,matlab,1
algstat,matrixStats,1
algstat,mosaic,1
algstat,multic,1
algstat,multipol,1
algstat,NAM,1
algstat,optimbase,1
algstat,pgam,1
algstat,PivotalR,1
algstat,plyr,1
algstat,PopED,1
algstat,pracma,1
algstat,psd,1
algstat,ramify,1
algstat,Rfit,1
algstat,Rlab,1
algstat,rowr,1
algstat,scidb,1
algstat,seqinr,1
algstat,timsac,1
algstat,untb,1
algstat,vcdExtra,1
alineR,mixOmics,1
alineR,neuroim,1
alineR,onemap,1
alineR,OpenRepGrid,1
alineR,purrr,1
alineR,selfingTree,1
alineR,SpatialExtremes,1
alm,taxize,1
alphahull,ColorPalette,1
alphahull,munsell,1
alphahull,phylotools,1
alphahull,RConics,1
alphahull,rphast,1
alphahull,Rwave,1
alphahull,spgs,1
alr3,arm,1
alr3,boot,1
alr3,CHNOSZ,1
alr3,DAAG,1
alr3,dr,1
alr3,EngrExpt,1
alr3,geiger,1
alr3,HSAUR,1
alr3,HSAUR2,1
alr3,HSAUR3,1
alr3,MASS,1
alr3,ParetoPosStable,1
alr3,parsec,1
alr3,PBImisc,1
alr3,pracma,1
alr3,psych,1
alr3,qpcR,1
alr3,Rwave,1
alr3,sitar,1
alr3,spatstat,1
alr3,stremo,1
alr3,TANOVA,1
alr4,CHNOSZ,1
alr4,DAAG,1
alr4,dr,1
alr4,EngrExpt,1
alr4,HSAUR,1
alr4,HSAUR2,1
alr4,HSAUR3,1
alr4,ParetoPosStable,1
alr4,pracma,1
alr4,Rwave,1
alr4,spatstat,1
alr4,stm,1
ALS,rCUR,1
ALS,SoilR,1
ALTopt,dae,1
amap,BEST,1
amap,bio3d,1
amap,calibrator,1
amap,copBasic,1
amap,coxsei,1
amap,crp.CSFP,1
amap,dissUtils,1
amap,GCPM,1
amap,GDAtools,1
amap,hydroGOF,1
amap,jointPm,1
amap,labdsv,1
amap,LambertW,1
amap,mdatools,1
amap,mixOmics,1
amap,Momocs,1
amap,NominalLogisticBiplot,1
amap,plot2groups,1
amap,provenance,1
amap,psych,1
amap,queueing,1
amap,randomizeR,1
amap,RFmarkerDetector,1
amap,sBF,1
amap,TSclust,1
amap,YuGene,1
AMAP.Seq,MBCluster.Seq,1
amei,coloc,1
amei,FLR,1
amei,MM,1
amei,robustlmm,1
amei,seacarb,1
amei,strataG,1
amei,TIMP,1
amen,BDgraph,1
amen,c3net,1
amen,covreg,1
amen,dae,1
amen,fma,1
amen,fourPNO,1
amen,MCMCpack,1
amen,mixtools,1
amen,monomvn,1
amen,mvtnorm,1
amen,nicheROVER,1
amen,phcfM,1
amen,sbgcop,1
amen,schoRsch,1
amen,SpatialTools,1
amen,splus2R,1
AMORE,caret,1
AMORE,Information,1
AMORE,mlearning,1
AMORE,mlr,1
AMORE,RcppDL,1
AMORE,relSim,1
AMORE,RSNNS,1
AMORE,saeSim,1
AMORE,seem,1
AMORE,simba,1
AMORE,simcausal,1
AMORE,simsem,1
AMORE,spMC,1
anacor,gamlss.data,1
