fn,pkg1,pkg2
auc,enrichvs,StatMeasures
auc,flux,glmnet
auc,flux,HandTill2001
auc,flux,kulife
auc,flux,MESS
auc,flux,Metrics
auc,flux,mlr
auc,flux,PK
auc,flux,PresenceAbsence
auc,flux,pROC
auc,flux,qwraps2
auc,flux,SDMTools
auc,flux,spatstat
auc,flux,StatMeasures
auc,glmnet,HandTill2001
auc,glmnet,kulife
auc,glmnet,MESS
auc,glmnet,Metrics
auc,glmnet,mlr
auc,glmnet,PK
balance,CHNOSZ,fingerprint
balance,CHNOSZ,portfolio
balance,CHNOSZ,PSAboot
balance,CHNOSZ,soc.ca
balance,CHNOSZ,SVMMatch
balance,compositions,enaR
balance,compositions,expm
balance,compositions,fingerprint
balance,compositions,PSAboot
balance,compositions,soc.ca
balance,compositions,SVMMatch
balanced.folds,bst,quantileDA
balance,enaR,expm
balance,enaR,fingerprint
balance,enaR,portfolio
balance,enaR,PSAboot
balance,enaR,soc.ca
balance,enaR,SVMMatch
balance,expm,fingerprint
balance,expm,portfolio
balance,expm,PSAboot
balance,expm,soc.ca
balance,expm,SVMMatch
balance,fingerprint,portfolio
balance,fingerprint,PSAboot
balance,fingerprint,soc.ca
balance,fingerprint,SVMMatch
balance,portfolio,PSAboot
balance,portfolio,soc.ca
balance,portfolio,SVMMatch
AUC,mboost,MKmisc
AUC,mboost,MLmetrics
AUC,mboost,optAUC
AUC,mboost,ROC632
AUC,mboost,sensR
AUC,mboost,sROC
auc,MESS,Metrics
auc,MESS,mlr
auc,MESS,PK
auc,MESS,PresenceAbsence
auc,MESS,pROC
auc,MESS,qwraps2
auc,MESS,SDMTools
auc,MESS,spatstat
auc,MESS,StatMeasures
auc,Metrics,mlr
auc,Metrics,PK
auc,Metrics,PresenceAbsence
auc,Metrics,pROC
auc,Metrics,qwraps2
auc,Metrics,SDMTools
auc,Metrics,spatstat
auc,Metrics,StatMeasures
AUC,MKmisc,MLmetrics
AUC,MKmisc,optAUC
AUC,MKmisc,ROC632
AUC,MKmisc,sensR
AUC,MKmisc,sROC
AUC,MLmetrics,optAUC
AUC,MLmetrics,ROC632
balance,ape,CBPS
balance,ape,CHNOSZ
balance,ape,compositions
balance,ape,enaR
balance,ape,expm
balance,ape,fingerprint
balance,ape,portfolio
balance,ape,PSAboot
balance,ape,soc.ca
balance,ape,SVMMatch
balance,arm,CBPS
balance,arm,CHNOSZ
balance,arm,compositions
balance,arm,enaR
balance,arm,expm
balance,arm,fingerprint
balance,arm,portfolio
balance,arm,PSAboot
balance,arm,soc.ca
balance,arm,SVMMatch
balance,CBPS,CHNOSZ
balance,CBPS,enaR
balance,CBPS,expm
balance,CBPS,fingerprint
balance,CBPS,PSAboot
balance,CBPS,soc.ca
balance,CBPS,SVMMatch
balance,CHNOSZ,compositions
balance,CHNOSZ,enaR
balance,CHNOSZ,expm
bc,flexsurv,lessR
BCG,HSAUR2,metaSEM
BCG,HSAUR3,metaSEM
BCG,HSAUR,metaSEM
BCI,extracat,MHadaptive
bclust,bclust,e1071
bcos,dynsurv,MIICD
bcp,BaM,bcp
bcrm,bcrm,nCal
B,crp.CSFP,hyperdirichlet
B,crp.CSFP,logbin
B,crp.CSFP,multicool
B,crp.CSFP,multivator
B,crp.CSFP,qualvar
B,crp.CSFP,vars
bde,bda,bde
bdf,mlmRev,nlme
bd,ggm,laser
bdiag,AdaptFit,AdaptFitOS
bdiag,AdaptFit,assist
bdiag,AdaptFit,Matrix
bdiag,AdaptFitOS,assist
bdiag,AdaptFitOS,Matrix
bdiag,assist,Matrix
bdiag,dlm,Matrix
bdt,m4fe,RcppBDT
bearing,argosfilter,geosphere
beta,BaM,chemosensors
beta,base,BAT
beta,BAT,chemosensors
betabin,aod,sensR
betabinomial,lestat,VGAM
BETA,CIDnetworks,stremo
Beta,coenocliner,distr
Beta,coenocliner,hglm
Beta,coenocliner,OPDOE
Beta,coenocliner,spaMM
Beta,distr,hglm
Beta,distr,OPDOE
Beta,distr,spaMM
Beta,hglm,OPDOE
Beta,hglm,spaMM
betaMod,DoseFinding,MCPMod
beta.multi,BAT,betapart
Beta,OPDOE,spaMM
between,data.table,dplyr
between,data.table,plm
between,data.table,rPref
between,data.table,scidb
between,data.table,taRifx
between,data.table,tis
between,dplyr,plm
between,dplyr,rPref
between,dplyr,scidb
between,dplyr,taRifx
between,dplyr,tis
betweenness,igraph,influenceR
basic.gof,saemix,xpose4
basicPage,shiny,shinybootstrap2
basis,CHNOSZ,flexsurv
basis,CHNOSZ,NMF
basis,CHNOSZ,Rpdb
basis,CHNOSZ,tis
basis,CHNOSZ,waveslim
basis,flexsurv,NMF
basis,flexsurv,Rpdb
basis,flexsurv,tis
basis,flexsurv,waveslim
basis,NMF,tis
basis,NMF,waveslim
basisplot,prinsimp,wavethresh
basis_random,cepp,tourr
basis,Rpdb,tis
basis,Rpdb,waveslim
basis,tis,waveslim
batting,fastR,UsingR
baumWelch,HMM,tileHMM
BayesFactor,extRemes,MCMCpack
bayesglm.fit,arm,BAS
bayes,PEIP,surveillance
bayesQR,bayesQR,factorQR
BB,gamlss.dist,Sim.DiffProc
bca,ade4,dst
BC,BayesComm,bipartite
bc,car,flexsurv
bc,car,lessR
bcfa,blavaan,cfa
bind,hyperSpec,tuneR
bindltraj,adehabitat,adehabitatLT
bind,neotoma,OpenRepGrid
bind,neotoma,planor
bind,neotoma,qdapRegex
bind,neotoma,raster
bind,neotoma,scidb
bind,neotoma,simsem
bind,neotoma,sivipm
bind,neotoma,tuneR
bind,OpenRepGrid,planor
bind,OpenRepGrid,qdapRegex
bind,OpenRepGrid,raster
bind,OpenRepGrid,scidb
bind,OpenRepGrid,simsem
bind,OpenRepGrid,sivipm
bind,OpenRepGrid,tuneR
bind,planor,qdapRegex
bind,planor,scidb
bind,planor,simsem
bind,qdapRegex,raster
bind,qdapRegex,scidb
bind,qdapRegex,simsem
bind,qdapRegex,sivipm
bind,qdapRegex,tuneR
bind,raster,scidb
bind,raster,simsem
bind,scidb,simsem
bind,scidb,sivipm
bind,scidb,tuneR
balance,PSAboot,soc.ca
balance,PSAboot,SVMMatch
balance,soc.ca,SVMMatch
bal,enaR,quantification
band,ggvis,Matrix
band,ggvis,Rwave
banding,CVTuningCov,FinCovRegularization
band,Matrix,Rwave
bandwidth.rq,lqmm,quantreg
bandwidth,SNSequate,spam
bandwidth,SNSequate,SpherWave
bandwidth,spam,SpherWave
barchart,flexclust,TRSbook
barchart,lattice,TRSbook
barcode,accrued,barcode
bargraph,mosaic,multicon
barley,gnm,lattice
barplot2,gplots,tis
barplot3,ALS,TIMP
bars,extlasso,lsr
bars,extlasso,mdatools
bars,extlasso,nnlasso
bars,lsr,mdatools
bars,lsr,nnlasso
bars,mdatools,nnlasso
bart,BayesTree,dbarts
bartlett,metatest,RcmdrPlugin.doex
bartlett,metatest,signal
bartlett,metatest,speccalt
blocks,igraph,randomizeR
blocks,modehunt,randomizeR
Blocks,nmcdr,permute
B,logbin,multicool
B,logbin,multivator
B,logbin,qualvar
B,logbin,vars
blood,astsa,daewr
blood,astsa,sinaplot
blood,astsa,UsingR
blood,daewr,sinaplot
blood,daewr,UsingR
blood,sinaplot,UsingR
bluered,gplots,seriation
bluered,gplots,squash
bluered,seriation,squash
blup,metafor,pedigree
blup,mvmeta,pedigree
blup,pedigree,QTLRel
BLUP,regress,SSN
bm,batchmeans,multitable
bm,batchmeans,somebm
BM,fExpressCertificates,sde
BM,fExpressCertificates,Sim.DiffProc
bm,multitable,somebm
bms,BMS,demography
BM,sde,Sim.DiffProc
B,multicool,multivator
B,multicool,qualvar
B,multicool,vars
betweenness,igraph,sna
betweenness,influenceR,sna
betweenness_w,bipartite,tnet
between,plm,rPref
between,plm,scidb
between,plm,taRifx
between,plm,tis
between,rPref,scidb
between,rPref,taRifx
between,rPref,tis
between,scidb,taRifx
between,scidb,tis
between,taRifx,tis
bezier,bezier,Hmisc
bf,coloc,geiger
bf,coloc,ldr
bf,geiger,ldr
bfp,bfp,gamlss
b,GaDiFPT,kernlab
b,GaDiFPT,radir
BGSall,alr3,alr4
BGSboys,alr3,alr4
BGSgirls,alr3,alr4
bhattacharyya.matrix,bio3d,fpc
BH,highTtest,sgof
B,hyperdirichlet,logbin
B,hyperdirichlet,multicool
B,hyperdirichlet,multivator
B,hyperdirichlet,qualvar
B,hyperdirichlet,vars
binom.plot,binom,clttools
binom.test,mosaic,stats
binom.wilson,binom,epitools
biomass,DAAG,PASWR
birds,HSAUR3,mldr
birds,HSAUR3,sads
birds,HSAUR3,TH.data
birds,mldr,sads
birds,mldr,TH.data
birds,sads,TH.data
birth,astsa,sm
births,babynames,openintro
bison,okmesonet,rbison
bit,bit,compositions
bits,mmap,pracma
bits,mmap,pryr
bits.per.integer,muStat,splus2R
bits,pracma,pryr
biv.plot,adehabitat,adehabitatHS
biv.test,adehabitat,adehabitatHS
bizdays,bizdays,forecast
b,kernlab,radir
blank,ggsn,rebus
blanks,pracma,tis
bootstrap,bootstrap,lava
bootstrap,bootstrap,MRSP
bootstrap,bootstrap,ouch
bootstrap,bootstrap,popsom
bootstrap,bootstrap,poweRlaw
bootstrap,bootstrap,resample
bootstrap,bootstrap,RVAideMemoire
bootstrap,bootstrap,SciencesPo
bootstrap,bootstrap,StMoMo
bootstrap,bootstrap,vegetarian
bootstrap,bootstrap,Zelig
bootstrap,broom,coefficientalpha
bootstrap,broom,depmix
bootstrap,broom,detect
bootstrap,broom,DMwR
bootstrap,broom,EMMIXskew
bootstrap,broom,equate
bootstrap,broom,fossil
bootstrap,broom,gvcm.cat
bootstrap,broom,lava
bootstrap,broom,MRSP
bootstrap,broom,ouch
bootstrap,broom,popsom
bootstrap,broom,poweRlaw
bootstrap,broom,resample
bootstrap,broom,RVAideMemoire
bootstrap,broom,SciencesPo
bootstrap,broom,StMoMo
bootstrap,broom,vegetarian
bootstrap,broom,Zelig
bearing,argosfilter,SpatialVx
bearing,argosfilter,swfscMisc
bearing,geosphere,SpatialVx
bearing,geosphere,swfscMisc
bearing,SpatialVx,swfscMisc
beep,beepr,pracma
beetle,faraway,investr
bei,EditImputeCont,spatstat
benchmark,benchmark,mlr
benchmark,benchmark,rbenchmark
benchmark,benchmark,Rsolnp
benchmark,benchmark,TMB
benchmark,mlr,rbenchmark
benchmark,mlr,Rsolnp
benchmark,mlr,TMB
benchmark,rbenchmark,Rsolnp
benchmark,rbenchmark,TMB
benchmark,Rsolnp,TMB
ber,ber,mlr
Bernoulli,BAS,DynamicDistribution
bernoulli,pracma,scidb
besseldot,KERE,kerndwd
besseldot,KERE,kernlab
besseldot,kerndwd,kernlab
besselRatio,DistributionUtils,HyperbolicDist
best,aylmer,caret
BestFit,Dark,RMallow
bestpartmod,adehabitat,adehabitatLT
beta,BaM,base
beta,BaM,BAT
bind,simsem,sivipm
bind,simsem,tuneR
bin,frt,miscFuncs
bin,frt,taRifx
bin,miscFuncs,taRifx
binning,bda,ks
binning,bda,npsp
binning,bda,prospectr
binning,bda,sm
binning,ks,npsp
binning,ks,PAWL
binning,ks,prospectr
binning,ks,sm
binning,npsp,PAWL
binning,npsp,prospectr
binning,npsp,sm
binning,PAWL,prospectr
binning,PAWL,sm
binning,prospectr,sm
bino.gen,PASWR,PASWR2
BinomCI,DescTools,ExactCIdiff
binom.confint,binom,NNTbiomarker
binom.diagnostics,MLCM,MLDS
binom.diagnostics,MLCM,MPDiR
binom.diagnostics,MLDS,MPDiR
binom.exact,binom,epitools
binom.exact,binom,exactci
binom.exact,epitools,exactci
BinomFamily,distrMod,ROptEstOld
Binomial,DynamicDistribution,mboost
boot,flexmix,SensoMineR
boot,lqmm,SensoMineR
bootstrap,analogue,asbio
bootstrap,analogue,bootstrap
bootstrap,analogue,broom
bootstrap,analogue,coefficientalpha
bootstrap,analogue,depmix
bootstrap,analogue,DMwR
bootstrap,analogue,EMMIXskew
bootstrap,analogue,fossil
bootstrap,analogue,gvcm.cat
bootstrap,analogue,popsom
bootstrap,analogue,poweRlaw
bootstrap,analogue,resample
bootstrap,analogue,RVAideMemoire
bootstrap,analogue,vegetarian
bootstrap,asbio,bnstruct
bootstrap,asbio,bootstrap
bootstrap,asbio,broom
bootstrap,asbio,coefficientalpha
bootstrap,asbio,depmix
bootstrap,asbio,detect
bootstrap,asbio,DMwR
bootstrap,asbio,EMMIXskew
bootstrap,asbio,equate
bootstrap,asbio,fossil
bootstrap,asbio,gvcm.cat
bootstrap,asbio,lava
bootstrap,asbio,MRSP
bootstrap,asbio,ouch
bootstrap,fossil,vegetarian
bootstrap,fossil,Zelig
bootstrap,gvcm.cat,lava
bootstrap,gvcm.cat,MRSP
bootstrap,gvcm.cat,ouch
bootstrap,gvcm.cat,popsom
bootstrap,gvcm.cat,poweRlaw
bootstrap,gvcm.cat,resample
bootstrap,gvcm.cat,RVAideMemoire
bootstrap,gvcm.cat,SciencesPo
bootstrap,gvcm.cat,StMoMo
bootstrap,gvcm.cat,vegetarian
bootstrap,gvcm.cat,Zelig
bootstrap,lava,popsom
bootstrap,lava,poweRlaw
bootstrap,lava,resample
bootstrap,lava,RVAideMemoire
bootstrap,lava,vegetarian
bootstrap,MRSP,popsom
bootstrap,MRSP,poweRlaw
bootstrap,MRSP,resample
bootstrap,MRSP,RVAideMemoire
bootstrap,MRSP,vegetarian
bootstrap,ouch,popsom
bootstrap,ouch,poweRlaw
bootstrap,ouch,resample
bootstrap,ouch,RVAideMemoire
bootstrap,ouch,vegetarian
bootstrapPage,shiny,shinybootstrap2
bootstrap,popsom,poweRlaw
binary.f,sparseHessianFD,trustOptim
binary.grad,sparseHessianFD,trustOptim
binary.hess,sparseHessianFD,trustOptim
binary,kyotil,lava.tobit
binary,kyotil,mmand
binary,kyotil,parsec
binary,kyotil,sparseHessianFD
binary,kyotil,wle
binary,lava.tobit,mmand
binary,lava.tobit,parsec
binary,lava.tobit,sparseHessianFD
binary,lava.tobit,wle
binary,mmand,parsec
binary,mmand,sparseHessianFD
binary,mmand,wle
binary,parsec,sparseHessianFD
binary,parsec,wle
binary,sparseHessianFD,wle
binCI,binGroup,FSA
bin,crunch,frt
bin,crunch,miscFuncs
bin,crunch,taRifx
bind,hyperSpec,neotoma
bind,hyperSpec,OpenRepGrid
bind,hyperSpec,planor
bind,hyperSpec,qdapRegex
bind,hyperSpec,raster
bind,hyperSpec,scidb
bind,hyperSpec,simsem
bind,hyperSpec,sivipm
B,multivator,qualvar
B,multivator,vars
bn,bnstruct,sna
bnd2gra,BayesX,R2BayesX
bnd2sp,BayesX,R2BayesX
bobyqa,minqa,nloptr
bodyfat,ic.infer,mplot
bodyfat,ic.infer,TH.data
bodyfat,mplot,TH.data
BodyWeight,MEMSS,nlme
Bollen,OpenMx,sem
bond,FinancialInstrument,maRketSim
bond,FinancialInstrument,Rpdb
bond,maRketSim,Rpdb
bonpow,igraph,sna
books,fma,SDaA
boolean,boolean3,ff
boot,bnstruct,boot
boot,bnstruct,eba
boot,bnstruct,SensoMineR
boot,boot,CarletonStats
boot,boot,eba
boot,boot,flexmix
boot,boot,lqmm
boot,boot,SensoMineR
boot,CarletonStats,eba
boot,CarletonStats,SensoMineR
boot,eba,flexmix
boot,eba,lqmm
boot,eba,SensoMineR
bootstrap,depmix,RVAideMemoire
bootstrap,depmix,SciencesPo
bootstrap,depmix,StMoMo
bootstrap,depmix,vegetarian
bootstrap,depmix,Zelig
bootstrap,detect,DMwR
bootstrap,detect,EMMIXskew
bootstrap,detect,fossil
bootstrap,detect,gvcm.cat
bootstrap,detect,popsom
bootstrap,detect,poweRlaw
bootstrap,detect,resample
bootstrap,detect,RVAideMemoire
bootstrap,detect,vegetarian
bootstrap,DMwR,EMMIXskew
bootstrap,DMwR,equate
bootstrap,DMwR,fossil
bootstrap,DMwR,gvcm.cat
bootstrap,DMwR,lava
bootstrap,DMwR,MRSP
bootstrap,DMwR,ouch
bootstrap,DMwR,popsom
bootstrap,DMwR,poweRlaw
bootstrap,DMwR,resample
bootstrap,DMwR,RVAideMemoire
bootstrap,DMwR,SciencesPo
bootstrap,DMwR,StMoMo
bootstrap,DMwR,vegetarian
bootstrap,DMwR,Zelig
bootstrap,EMMIXskew,equate
blkdiag,ggm,pracma
blm,blm,tgp
block,blockTools,MTurkR
block,blockTools,SCEPtERbinary
blockdiag,calibrator,genpathmox
blockdiag,calibrator,lava
blockdiag,genpathmox,lava
blockmatrix,blockmatrix,popdemo
block,MTurkR,SCEPtERbinary
Blocks,binhf,nmcdr
Blocks,binhf,permute
blocks,blocksdesign,CVST
blocks,blocksdesign,dynamicGraph
blocks,blocksdesign,editrules
blocks,blocksdesign,igraph
blocks,blocksdesign,modehunt
blocks,blocksdesign,randomizeR
blocks,CVST,dynamicGraph
blocks,CVST,editrules
blocks,CVST,igraph
blocks,CVST,modehunt
blocks,CVST,randomizeR
blocks,dynamicGraph,editrules
blocks,dynamicGraph,igraph
blocks,dynamicGraph,modehunt
blocks,dynamicGraph,randomizeR
blocks,editrules,igraph
blocks,editrules,modehunt
blocks,editrules,randomizeR
blocks,igraph,modehunt
bootstrap,coefficientalpha,depmix
bootstrap,coefficientalpha,detect
bootstrap,coefficientalpha,DMwR
bootstrap,coefficientalpha,EMMIXskew
bootstrap,coefficientalpha,equate
bootstrap,coefficientalpha,fossil
bootstrap,coefficientalpha,gvcm.cat
bootstrap,coefficientalpha,lava
bootstrap,coefficientalpha,MRSP
bootstrap,coefficientalpha,ouch
bootstrap,coefficientalpha,popsom
bootstrap,coefficientalpha,poweRlaw
bootstrap,coefficientalpha,resample
bootstrap,coefficientalpha,RVAideMemoire
bootstrap,coefficientalpha,SciencesPo
bootstrap,coefficientalpha,StMoMo
bootstrap,coefficientalpha,vegetarian
bootstrap,coefficientalpha,Zelig
bootstrap,depmix,detect
bootstrap,depmix,DMwR
bootstrap,depmix,EMMIXskew
bootstrap,depmix,equate
bootstrap,depmix,fossil
bootstrap,depmix,gvcm.cat
bootstrap,depmix,lava
bootstrap,depmix,MRSP
bootstrap,depmix,ouch
bootstrap,depmix,popsom
bootstrap,depmix,poweRlaw
bootstrap,depmix,resample
boundary,qlcVisualize,searchable
boundary,qlcVisualize,stringr
boundary,qlcVisualize,strucchange
boundary,searchable,stringr
boundary,searchable,strucchange
boundary,stringr,strucchange
bound,distrMod,predmixcor
bound,distrMod,scidb
bound,predmixcor,ROptEstOld
bound,predmixcor,ROptRegTS
bound,predmixcor,scidb
bound,ROptEstOld,scidb
bound,ROptRegTS,scidb
bounds,bio3d,eiPack
bounds,bio3d,ldbounds
bounds,bio3d,neuroim
bounds,bio3d,qte
bounds,bio3d,ROI
bounds,bio3d,stepR
bounds,eiPack,ldbounds
bounds,eiPack,neuroim
bounds,eiPack,qte
bounds,eiPack,ROI
bounds,eiPack,stepR
bounds,ldbounds,neuroim
bounds,ldbounds,qte
bounds,ldbounds,ROI
bounds,ldbounds,stepR
bounds,neuroim,qte
bounds,neuroim,stepR
bootstrap,asbio,popsom
bootstrap,asbio,poweRlaw
bootstrap,asbio,resample
bootstrap,asbio,RVAideMemoire
bootstrap,asbio,SciencesPo
bootstrap,asbio,StMoMo
bootstrap,asbio,vegetarian
bootstrap,asbio,Zelig
bootstrap,bnstruct,bootstrap
bootstrap,bnstruct,broom
bootstrap,bnstruct,coefficientalpha
bootstrap,bnstruct,depmix
bootstrap,bnstruct,DMwR
bootstrap,bnstruct,EMMIXskew
bootstrap,bnstruct,fossil
bootstrap,bnstruct,gvcm.cat
bootstrap,bnstruct,popsom
bootstrap,bnstruct,poweRlaw
bootstrap,bnstruct,resample
bootstrap,bnstruct,RVAideMemoire
bootstrap,bnstruct,vegetarian
bootstrap,bootstrap,broom
bootstrap,bootstrap,coefficientalpha
bootstrap,bootstrap,depmix
bootstrap,bootstrap,detect
bootstrap,bootstrap,DMwR
bootstrap,bootstrap,EMMIXskew
bootstrap,bootstrap,equate
bootstrap,bootstrap,fossil
bootstrap,bootstrap,gvcm.cat
bootstrap,popsom,resample
bootstrap,popsom,RVAideMemoire
bootstrap,popsom,SciencesPo
bootstrap,popsom,StMoMo
bootstrap,popsom,vegetarian
bootstrap,popsom,Zelig
bootstrap,poweRlaw,resample
bootstrap,poweRlaw,RVAideMemoire
bootstrap,poweRlaw,SciencesPo
bootstrap,poweRlaw,StMoMo
bootstrap,poweRlaw,vegetarian
bootstrap,poweRlaw,Zelig
bootstrap,resample,RVAideMemoire
bootstrap,resample,SciencesPo
bootstrap,resample,StMoMo
bootstrap,resample,vegetarian
bootstrap,resample,Zelig
bootstrap,RVAideMemoire,SciencesPo
bootstrap,RVAideMemoire,StMoMo
bootstrap,RVAideMemoire,vegetarian
bootstrap,RVAideMemoire,Zelig
bootstrap,SciencesPo,vegetarian
bootstrap,StMoMo,vegetarian
bootstrap,vegetarian,Zelig
borders,ggplot2,nasaweather
Border,wombsoft,xlsx
boundary,csrplus,qlcVisualize
boundary,csrplus,searchable
boundary,csrplus,stringr
boundary,csrplus,strucchange
case0401,Sleuth2,Sleuth3
case0402,Sleuth2,Sleuth3
case0501,Sleuth2,Sleuth3
case0502,Sleuth2,Sleuth3
case0601,Sleuth2,Sleuth3
case0602,Sleuth2,Sleuth3
case0701,Sleuth2,Sleuth3
case0702,Sleuth2,Sleuth3
case0801,Sleuth2,Sleuth3
case0802,Sleuth2,Sleuth3
case0901,Sleuth2,Sleuth3
case0902,Sleuth2,Sleuth3
case1001,Sleuth2,Sleuth3
case1002,Sleuth2,Sleuth3
case1101,Sleuth2,Sleuth3
case1102,Sleuth2,Sleuth3
case1201,Sleuth2,Sleuth3
case1202,Sleuth2,Sleuth3
case1301,Sleuth2,Sleuth3
case1302,Sleuth2,Sleuth3
case1401,Sleuth2,Sleuth3
case1402,Sleuth2,Sleuth3
case1501,Sleuth2,Sleuth3
case1502,Sleuth2,Sleuth3
case1601,Sleuth2,Sleuth3
case1602,Sleuth2,Sleuth3
case1701,Sleuth2,Sleuth3
case1702,Sleuth2,Sleuth3
case1902,Sleuth2,Sleuth3
case2001,Sleuth2,Sleuth3
bootstrap,EMMIXskew,fossil
bootstrap,EMMIXskew,gvcm.cat
bootstrap,EMMIXskew,lava
bootstrap,EMMIXskew,MRSP
bootstrap,EMMIXskew,ouch
bootstrap,EMMIXskew,popsom
bootstrap,EMMIXskew,poweRlaw
bootstrap,EMMIXskew,resample
bootstrap,EMMIXskew,RVAideMemoire
bootstrap,EMMIXskew,SciencesPo
bootstrap,EMMIXskew,StMoMo
bootstrap,EMMIXskew,vegetarian
bootstrap,EMMIXskew,Zelig
bootstrap,equate,fossil
bootstrap,equate,gvcm.cat
bootstrap,equate,popsom
bootstrap,equate,poweRlaw
bootstrap,equate,resample
bootstrap,equate,RVAideMemoire
bootstrap,equate,vegetarian
bootstrap,fossil,gvcm.cat
bootstrap,fossil,lava
bootstrap,fossil,MRSP
bootstrap,fossil,ouch
bootstrap,fossil,popsom
bootstrap,fossil,poweRlaw
bootstrap,fossil,resample
bootstrap,fossil,RVAideMemoire
bootstrap,fossil,SciencesPo
bootstrap,fossil,StMoMo
browse,dataview,RNeo4j
browse,dataview,svTools
browse,gistr,neotoma
browse,gistr,RNeo4j
browse,gistr,svTools
br,Rgbp,shiny
BtheB,HSAUR,HSAUR2
BtheB,HSAUR,HSAUR3
bubble,meta,sp
bubbleplot,biclust,labstatR
bucket,rfoaas,wccsom
buffer,adehabitat,adehabitatMA
buffer,adehabitat,CHNOSZ
buffer,adehabitat,kernlab
buffer,adehabitatMA,CHNOSZ
buffer,adehabitatMA,kernlab
buffer,adehabitatMA,raster
buffer,adehabitatMA,rowr
buffer,adehabitatMA,seacarb
buffer,adehabitat,raster
buffer,adehabitat,rowr
buffer,adehabitat,seacarb
buffer,CHNOSZ,kernlab
buffer,CHNOSZ,raster
buffer,CHNOSZ,rowr
buffer,CHNOSZ,seacarb
buffer,kernlab,rowr
buffer,kernlab,seacarb
buffer,raster,rowr
buffer,raster,seacarb
buffer,rowr,seacarb
bugs.data,R2OpenBUGS,R2WinBUGS
bugs,fastR,R2OpenBUGS
bugs,fastR,R2WinBUGS
bugs.log,R2OpenBUGS,R2WinBUGS
bugs,R2OpenBUGS,R2WinBUGS
build,devtools,rEMM
build,devtools,scidb
buildModel,CEGO,quantmod
build,rEMM,scidb
buildrisksets,gamboostMSM,penMSM
buildVignette,R.rsp,tools
buildXY,ARTIVA,EDISON
bump,algstat,captioner
bundle,packrat,rbundler
bundle,packrat,TaoTeProgramming
bundle,rbundler,TaoTeProgramming
burdenMeta,seqMeta,skatMeta
burst,adehabitat,adehabitatLT
burst,adehabitatLT,mpoly
burst,adehabitat,mpoly
burt,amap,GDAtools
burt,amap,psych
Burt,car,extracat
burt,GDAtools,psych
butterfly,erp.easy,FinancialInstrument
butterfly,erp.easy,SciencesPo
butterfly,erp.easy,TaoTeProgramming
butterfly,FinancialInstrument,SciencesPo
calibrate,calibrate,QCA
calibrate,calibrate,rms
calibrate,calibrate,survey
calibrate,calibrate,vegan
calibrate,calibrate,VGAM
calibrate,calibrate,zooimage
calibrate,CORElearn,EnvStats
calibrate,CORElearn,FisHiCal
calibrate,CORElearn,investr
calibrate,CORElearn,QCA
calibrate,CORElearn,rms
calibrate,CORElearn,survey
calibrate,CORElearn,vegan
calibrate,CORElearn,VGAM
calibrate,CORElearn,zooimage
calibrate,EnvStats,FisHiCal
calibrate,EnvStats,investr
calibrate,EnvStats,QCA
calibrate,EnvStats,rms
calibrate,EnvStats,survey
calibrate,EnvStats,vegan
calibrate,EnvStats,VGAM
calibrate,EnvStats,zooimage
calibrate,FisHiCal,investr
calibrate,FisHiCal,QCA
calibrate,FisHiCal,rms
calibrate,FisHiCal,survey
calibrate,FisHiCal,vegan
calibrate,FisHiCal,VGAM
calibrate,FisHiCal,zooimage
bounds,qte,ROI
bounds,qte,stepR
bounds,ROI,stepR
boxcox,bimixt,EnvStats
boxcox,bimixt,MASS
BoxCox,DescTools,Ecfun
BoxCox,DescTools,FitAR
BoxCox,DescTools,forecast
BoxCox,DescTools,hdrcde
BoxCox,DescTools,Rfit
BoxCox,Ecfun,FitAR
BoxCox,Ecfun,forecast
BoxCox,Ecfun,hdrcde
BoxCox,Ecfun,Rfit
BoxCox,FitAR,forecast
BoxCox,FitAR,hdrcde
BoxCox,FitAR,Rfit
BoxCox,forecast,hdrcde
BoxCox,forecast,Rfit
BoxCox,hdrcde,Rfit
boxes,Epi,simba
boxes,Epi,StatDA
boxes,simba,StatDA
box,graphics,RcmdrPlugin.KMggplot2
box,graphics,shinydashboard
BoxM,daewr,shapes
boxPlot,fBasics,openintro
box,RcmdrPlugin.KMggplot2,shinydashboard
bp,debug,HSAUR3
bplot,asbio,fields
cell,corregp,PopED
cellFromRowCol,raster,rts
cellFromXY,raster,rts
cell,matlab,PopED
cells,Fahrmeir,spatstat
cells,Fahrmeir,tripack
cells,Fahrmeir,validate
cells,spatstat,tripack
cells,spatstat,validate
cells,tripack,validate
cement,daewr,EngrExpt
cement,daewr,fma
cement,daewr,MASS
cement,daewr,MPV
cement,EngrExpt,fma
cement,EngrExpt,MASS
cement,EngrExpt,MPV
cement,fma,MASS
cement,fma,MPV
cement,MASS,MPV
ce,Metrics,vcrpart
census,eco,openintro
census,eco,untb
census,openintro,untb
center,equate,highD2pop
center,equate,OpenRepGrid
center,equate,PortfolioAnalytics
center,equate,RobAStBase
case2002,Sleuth2,Sleuth3
case2101,Sleuth2,Sleuth3
case2102,Sleuth2,Sleuth3
case2201,Sleuth2,Sleuth3
case2202,Sleuth2,Sleuth3
cast,reshape,scidb
casualties,dynia,ggsubplot
cat0,gsubfn,resample
cat0,gsubfn,Xmisc
cat0,resample,Xmisc
cat,base,relax
CatCompf,MAc,MAd
CatComp,MAc,MAd
CatCompr,MAc,MAd
